collector_timestamp,flow_id,src_ip,dst_ip,src_port,dst_port,protocol,seq_num,reporting_sw,hops,egress_port_tx_util,egress_timestamp,hop_latency,ingress_timestamp,l1_egress_port_id,l1_ingress_port_id,l2_egress_port_id,l2_ingress_port_id,queue_occupancy,queue_occupancy_id,switch_id
1713556124.8502066,51,10.0.2.2,10.0.4.2,7676,7878,17,51,2,3,0,1713556124846479000,480,1713556124845999000,2,1,0,0,0,0,1
1713556124.8502066,51,10.0.2.2,10.0.4.2,7676,7878,17,51,2,3,0,1713556124845255000,701,1713556124844554000,1,2,0,0,0,0,0
1713556124.9504933,52,10.0.2.2,10.0.4.2,7676,7878,17,52,2,3,0,1713556124948214000,1612797686,0,4,0,0,0,0,0,2
1713556124.9504933,52,10.0.2.2,10.0.4.2,7676,7878,17,52,2,3,0,1713556124946720000,445,1713556124946275000,2,1,0,0,0,0,1
1713556124.9504933,52,10.0.2.2,10.0.4.2,7676,7878,17,52,2,3,0,1713556124945603000,681,1713556124944922000,1,2,0,0,0,0,0
1713556125.0510468,53,10.0.2.2,10.0.4.2,7676,7878,17,53,2,3,0,1713556125048660000,1612898132,0,4,0,0,0,0,0,2
1713556125.0510468,53,10.0.2.2,10.0.4.2,7676,7878,17,53,2,3,0,1713556125047252000,467,1713556125046785000,2,1,0,0,0,0,1
1713556125.0510468,53,10.0.2.2,10.0.4.2,7676,7878,17,53,2,3,0,1713556125046030000,660,1713556125045370000,1,2,0,0,0,0,0
1713556125.1510444,54,10.0.2.2,10.0.4.2,7676,7878,17,54,2,3,0,1713556125148932000,1612998404,0,4,0,0,0,0,0,2
1713556125.1510444,54,10.0.2.2,10.0.4.2,7676,7878,17,54,2,3,0,1713556125147643000,557,1713556125147086000,2,1,0,0,0,0,1
1713556125.1510444,54,10.0.2.2,10.0.4.2,7676,7878,17,54,2,3,0,1713556125146395000,735,1713556125145660000,1,2,0,0,0,0,0
1713556125.2516632,55,10.0.2.2,10.0.4.2,7676,7878,17,55,2,3,0,1713556125249328000,1613098800,0,4,0,0,0,0,0,2
1713556125.2516632,55,10.0.2.2,10.0.4.2,7676,7878,17,55,2,3,0,1713556125248046000,484,1713556125247562000,2,1,0,0,0,0,1
1713556125.2516632,55,10.0.2.2,10.0.4.2,7676,7878,17,55,2,3,0,1713556125246763000,726,1713556125246037000,1,2,0,0,0,0,0
1713556125.3519053,56,10.0.2.2,10.0.4.2,7676,7878,17,56,2,3,0,1713556125349646000,1613199118,0,4,0,0,0,0,0,2
1713556125.3519053,56,10.0.2.2,10.0.4.2,7676,7878,17,56,2,3,0,1713556125348371000,547,1713556125347824000,2,1,0,0,0,0,1
1713556125.3519053,56,10.0.2.2,10.0.4.2,7676,7878,17,56,2,3,0,1713556125347014000,618,1713556125346396000,1,2,0,0,0,0,0
1713556125.4522793,57,10.0.2.2,10.0.4.2,7676,7878,17,57,2,3,0,1713556125449997000,1613299469,0,4,0,0,0,0,0,2
1713556125.4522793,57,10.0.2.2,10.0.4.2,7676,7878,17,57,2,3,0,1713556125448677000,587,1713556125448090000,2,1,0,0,0,0,1
1713556125.4522793,57,10.0.2.2,10.0.4.2,7676,7878,17,57,2,3,0,1713556125447317000,593,1713556125446724000,1,2,0,0,0,0,0
1713556125.5525076,58,10.0.2.2,10.0.4.2,7676,7878,17,58,2,3,0,1713556125550246000,1613399718,0,4,0,0,0,0,0,2
1713556125.5525076,58,10.0.2.2,10.0.4.2,7676,7878,17,58,2,3,0,1713556125548967000,514,1713556125548453000,2,1,0,0,0,0,1
1713556125.5525076,58,10.0.2.2,10.0.4.2,7676,7878,17,58,2,3,0,1713556125547763000,680,1713556125547083000,1,2,0,0,0,0,0
1713556125.653001,59,10.0.2.2,10.0.4.2,7676,7878,17,59,2,3,0,1713556125650812000,1613500284,0,4,0,0,0,0,0,2
1713556125.653001,59,10.0.2.2,10.0.4.2,7676,7878,17,59,2,3,0,1713556125649366000,445,1713556125648921000,2,1,0,0,0,0,1
